Tag Date,Location,Station,Depth (fa.),Fish Spp.,Tagged before?,Tag #,F. L. (in.),Remarks,Recapture date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (miles) moved,Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.),Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.),Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.), Retagged?
1994-02-23,311,33,48,1,0,H665,11.50,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H666,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H667,12.00,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H668,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H669,13.50,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H670,11.00,,,,,,,,-32926,-11,,,,,,,,,-32926,-11,,,,,,,,,-32926,-11,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H671,12.00,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H672,13.00,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H673,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H674,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H675,12.00,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H676,11.50,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H677,12.00,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H678,12.00,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H679,11.50,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H680,13.00,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H681,13.50,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H682,13.00,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H683,12.00,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H684,13.00,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H685,11.50,Hookala (c),1998-03-11,331,tip,none,21.5,5.5,1477,10,est. 35 nm,N,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H686,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H687,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H688,12.00,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H689,13.00,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H690,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H691,11.50,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H692,13.50,good fortune (c),1994-09-22,311,halelono,none,15.8,2.63,211,2.3,est 3nm,N,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H693,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H694,13.50,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H695,13.50,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H696,12.00,Holzman ©,2002-09-19,Kaula Rck.,none,none,27.75,11.5,3130,15.75,est. 205nm,N,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H697,13.00,Taiyo (C),1995-01-10,331,3rd fing,none,16.5,2.5,321,3.5,est. 15+nm,N,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H698,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H699,13.00,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1993-11-26,401,30,63,1,0,H700,12.50,,1993-12-31,401,30,63,,,35,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,
1993-11-26,401,30,63,1,0,H701,11.50,,,,,,,,-32837,-11.5,,,,,,,,,-32837,-11.5,,,,,,,,,-32837,-11.5,,,,,,,,,-32837,-11.5,,
1993-11-26,401,30,63,1,0,H702,9.00,,,,,,,,-32837,-9,,,,,,,,,-32837,-9,,,,,,,,,-32837,-9,,,,,,,,,-32837,-9,,
1993-11-26,401,30,63,1,0,H703,11.00,,,,,,,,-32837,-11,,,,,,,,,-32837,-11,,,,,,,,,-32837,-11,,,,,,,,,-32837,-11,,
1993-11-26,401,30,63,1,0,H704,14.00,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,
1993-11-26,401,30,63,1,0,H705,12.50,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,
1993-11-26,401,30,63,1,0,H706,12.00,,,,,,,,-32837,-12,,,,,,,,,-32837,-12,,,,,,,,,-32837,-12,,,,,,,,,-32837,-12,,
1993-11-26,401,30,63,1,0,H707,13.50,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,
1993-11-26,401,30,63,1,0,H708,12.50,Matsunaga (c),1996-02-11,423,tip,none,19,4.2,807,6.5,est. 28 nm,N,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,
1993-11-26,401,30,63,1,1,H709,14.50,,,,,,,,-32837,-14.5,,,,,,,,,-32837,-14.5,,,,,,,,,-32837,-14.5,,,,,,,,,-32837,-14.5,,
1993-11-26,401,30,63,1,2,H710,14.00,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,
1993-11-26,401,30,63,1,0,H711,12.50,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,
1993-11-26,401,30,63,1,0,H712,12.50,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,,,,,,,,-32837,-12.5,,
1993-11-26,401,30,63,1,0,H713,11.50,,,,,,,,-32837,-11.5,,,,,,,,,-32837,-11.5,,,,,,,,,-32837,-11.5,,,,,,,,,-32837,-11.5,,
1993-11-26,401,30,63,1,0,H714,15.00,,,,,,,,-32837,-15,,,,,,,,,-32837,-15,,,,,,,,,-32837,-15,,,,,,,,,-32837,-15,,
1993-11-26,401,30,63,1,1,H715,15.00,,,,,,,,-32837,-15,,,,,,,,,-32837,-15,,,,,,,,,-32837,-15,,,,,,,,,-32837,-15,,
1993-11-26,401,30,63,1,1,H716,11.00,,,,,,,,-32837,-11,,,,,,,,,-32837,-11,,,,,,,,,-32837,-11,,,,,,,,,-32837,-11,,
1993-11-26,401,30,63,1,0,H717,12.00,,,,,,,,-32837,-12,,,,,,,,,-32837,-12,,,,,,,,,-32837,-12,,,,,,,,,-32837,-12,,
1993-11-26,401,30,63,1,0,H718,14.00,Kuwabara (c),2000-10-23,423,Waianae side,68,22.5,none,2523,8.5,est. 25nm,N,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,
1993-11-26,401,30,63,1,0,H719,14.00,Masaki (r),1995-02-26,421,ewa,90,16,2.25,457,2,est. .5-1nm,N,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,
1993-11-26,401,30,63,1,0,H720,13.50,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,
1993-11-26,401,30,63,1,0,H721,14.00,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,,,,,,,,-32837,-14,,
1993-11-26,401,30,63,1,0,H722,13.50,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,,,,,,,,-32837,-13.5,,
1993-12-01,401,30,63,1,0,H723,12.50,,,,,,,,-32842,-12.5,,,,,,,,,-32842,-12.5,,,,,,,,,-32842,-12.5,,,,,,,,,-32842,-12.5,,
1993-12-01,401,30,63,1,1,H724,10.50,,,,,,,,-32842,-10.5,,,,,,,,,-32842,-10.5,,,,,,,,,-32842,-10.5,,,,,,,,,-32842,-10.5,,
1993-12-01,401,30,63,1,0,H725,12.00,,1993-12-25,401,30,63,,,24,-12,,,,,,,,,-32842,-12,,,,,,,,,-32842,-12,,,,,,,,,-32842,-12,,
1993-12-01,401,30,63,1,0,H726,12.50,,,,,,,,-32842,-12.5,,,,,,,,,-32842,-12.5,,,,,,,,,-32842,-12.5,,,,,,,,,-32842,-12.5,,
1993-12-01,401,30,63,1,1,H727,12.00,,,,,,,,-32842,-12,,,,,,,,,-32842,-12,,,,,,,,,-32842,-12,,,,,,,,,-32842,-12,,
1993-12-01,401,30,63,1,0,H728,15.00,Matsunaga (c),1998-05-28,424,none,none,26,9.5,1639,11,est. 30 nm,N,,,,,,,-32842,-15,,,,,,,,,-32842,-15,,,,,,,,,-32842,-15,,
1993-12-01,401,30,63,1,0,H729,10.50,,1993-12-25,401,30,63,,,24,-10.5,,,,,,,,,-32842,-10.5,,,,,,,,,-32842,-10.5,,,,,,,,,-32842,-10.5,,
1993-12-01,401,30,63,1,0,H730,10.50,,,,,,,,-32842,-10.5,,,,,,,,,-32842,-10.5,,,,,,,,,-32842,-10.5,,,,,,,,,-32842,-10.5,,
1993-12-01,401,30,63,1,0,H731,12.00,,,,,,,,-32842,-12,,,,,,,,,-32842,-12,,,,,,,,,-32842,-12,,,,,,,,,-32842,-12,,
1993-12-01,401,30,63,1,0,H732,11.50,,,,,,,,-32842,-11.5,,,,,,,,,-32842,-11.5,,,,,,,,,-32842,-11.5,,,,,,,,,-32842,-11.5,,
1993-12-01,401,30,63,1,0,H733,13.00,,,,,,,,-32842,-13,,,,,,,,,-32842,-13,,,,,,,,,-32842,-13,,,,,,,,,-32842,-13,,
1993-12-13,401,30,63,1,1,H734,14.50,,,,,,,,-32854,-14.5,,,,,,,,,-32854,-14.5,,,,,,,,,-32854,-14.5,,,,,,,,,-32854,-14.5,,
1993-12-13,401,30,63,1,0,H735,13.50,,,,,,,,-32854,-13.5,,,,,,,,,-32854,-13.5,,,,,,,,,-32854,-13.5,,,,,,,,,-32854,-13.5,,
1993-12-13,401,30,63,1,0,H736,13.50,"outside manifold, 2nd mooring",1994-04-05,401,none,62,15,2,113,1.5,,N,,,,,,,-32854,-13.5,,,,,,,,,-32854,-13.5,,,,,,,,,-32854,-13.5,,
1993-12-13,401,30,63,1,0,H737,11.50,Matsunaga (c),1998-07-17,424,none,none,19,5,1677,7.5,est. 30 nm,N,,,,,,,-32854,-11.5,,,,,,,,,-32854,-11.5,,,,,,,,,-32854,-11.5,,
1994-03-28,402,30,55,1,0,H738,14.50,,,,,,,,-32959,-14.5,,,,,,,,,-32959,-14.5,,,,,,,,,-32959,-14.5,,,,,,,,,-32959,-14.5,,
1994-07-06,401,30,63,1,0,H739,11.00,,,,,,,,-33059,-11,,,,,,,,,-33059,-11,,,,,,,,,-33059,-11,,,,,,,,,-33059,-11,,
1994-02-23,311,33,48,1,0,H740,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H741,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H742,11.50,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H743,11.50,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,-32926,-11.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H744,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H745,11.00,good fortune (c),1994-09-22,311,halelono,none,14.2,1.75,211,3.2,est 3nm,N,,,,,,,-32926,-11,,,,,,,,,-32926,-11,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H746,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H747,12.00,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,-32926,-12,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H748,13.00,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H749,13.00,Moriwaki (C),1995-09-20,331,hnl side,none,18,3,574,5,est min. 20nm,N,,,,,,,-32926,-13,,,,,,,,,-32926,-13,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H750,13.50,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,-32926,-13.5,,,,,,,,,,,,
1994-02-23,311,33,48,1,0,H751,12.50,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,-32926,-12.5,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H752,12.00,lisa,1994-03-14,311,33,48,12,,18,0,sra,N,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H753,12.50,good fortune (c),1994-10-13,311,halelono,none,14.5,2.19,231,2,est 3nm,N,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H754,10.50,,,,,,,,-32927,-10.5,,,,,,,,,-32927,-10.5,,,,,,,,,-32927,-10.5,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H755,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H756,13.00,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H757,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H758,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H759,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H760,12.50,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H761,12.50,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H762,13.00,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H763,12.00,Taiyo,1995-04-08,331,laau,40,16.75,2.25,408,4.75,est. 2-3nm,N,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H764,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,1,H765,13.50,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H766,13.00,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H767,13.00,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H768,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H769,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H770,13.00,good fortune (c),1994-09-22,311,halelono,none,15.4,2.38,210,2.4,est 3nm,N,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H771,12.50,lisa,1994-03-14,311,33,48,12.5,,18,0,sra,N,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H772,12.00,venus (c),1995-09-03,331,30,none,15.25,none,556,3.25,est 13-15nm,N,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H773,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H774,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H775,12.00,Venus,1994-08-04,311,33,n/a,14,n/a,161,2,SRA,N,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H776,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,311,33,48,1,0,H777,11.50,,,,,,,,-32927,-11.5,,,,,,,,,-32927,-11.5,,,,,,,,,-32927,-11.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H778,14.00,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H779,12.50,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H780,13.50,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H781,13.00,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H782,13.50,Hookala (c),1995-11-22,331,6 mi. SW,Ilio Pt.,19.25,5,636,5.75,sra,N,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,1,H783,15.00,,,,,,,,-32927,-15,,,,,,,,,-32927,-15,,,,,,,,,-32927,-15,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H784,12.50,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H785,13.00,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H786,12.00,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,-32927,-12,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H787,11.50,,,,,,,,-32927,-11.5,,,,,,,,,-32927,-11.5,,,,,,,,,-32927,-11.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H788,14.00,vorse (c),1996-04-16,331,Ilio,none,19,3.5,782,5,unknown,N,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H789,14.50,,,,,,,,-32927,-14.5,,,,,,,,,-32927,-14.5,,,,,,,,,-32927,-14.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H790,14.00,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H791,14.00,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,,,,
1994-02-24,331,30,52,1,1,H792,15.00,,,,,,,,-32927,-15,,,,,,,,,-32927,-15,,,,,,,,,-32927,-15,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H793,14.00,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H794,13.50,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H795,13.00,Vorse (c),1996-04-16,331,Ilio,none,18,2.5,782,5,unknown,N,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H796,14.00,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H797,14.00,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,-32927,-14,,,,,,,,,,,,
1994-02-24,331,30,52,1,1,H798,12.50,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H799,15.00,,,,,,,,-32927,-15,,,,,,,,,-32927,-15,,,,,,,,,-32927,-15,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H800,13.50,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H801,13.50,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,-32927,-13.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H802,12.50,Sexton (c),1996-03-29,428,lt. hse.,70-80,17,2.9 ufa,764,4.5,est 15-16nm,N,,,,,,,-32927,-12.5,,,,,,,,,-32927,-12.5,,,,,,,,,,,,
1994-02-24,331,30,52,1,0,H803,13.00,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,-32927,-13,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H804,13.50,,,,,,,,-32928,-13.5,,,,,,,,,-32928,-13.5,,,,,,,,,-32928,-13.5,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H805,13.50,Saito (c),1997-10-02,Hnl. side banks,,70,21,none,1315,7.5,est. 12nm,N,,,,,,,-32928,-13.5,,,,,,,,,-32928,-13.5,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H806,13.50,,,,,,,,-32928,-13.5,,,,,,,,,-32928,-13.5,,,,,,,,,-32928,-13.5,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H807,13.00,,,,,,,,-32928,-13,,,,,,,,,-32928,-13,,,,,,,,,-32928,-13,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H808,14.00,805-814 MAY BE MISNUMBERED,,,,,,,-32928,-14,,,,,,,,,-32928,-14,,,,,,,,,-32928,-14,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H809,12.00,,,,,,,,-32928,-12,,,,,,,,,-32928,-12,,,,,,,,,-32928,-12,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H810,13.50,,,,,,,,-32928,-13.5,,,,,,,,,-32928,-13.5,,,,,,,,,-32928,-13.5,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H811,15.00,Venus (c),1998-05-30,331,Ilio,none,20.5,none,1555,5.5,sra,N,,,,,,,-32928,-15,,,,,,,,,-32928,-15,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H812,15.00,,,,,,,,-32928,-15,,,,,,,,,-32928,-15,,,,,,,,,-32928,-15,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H813,14.00,,,,,,,,-32928,-14,,,,,,,,,-32928,-14,,,,,,,,,-32928,-14,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H814,?,Hookala (c),1995-11-22,331,6 mi. SW,Ilio,18.5,4,635,#VALUE!,sra,N,,,,,,,-32928,#VALUE!,,,,,,,,,-32928,#VALUE!,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H815,15.00,,,,,,,,-32928,-15,,,,,,,,,-32928,-15,,,,,,,,,-32928,-15,,,,,,,,,,,,
1994-02-25,331,30,52,1,1,H816,16.00,,,,,,,,-32928,-16,,,,,,,,,-32928,-16,,,,,,,,,-32928,-16,,,,,,,,,,,,
1994-02-25,331,30,52,1,0,H817,15.50,,,,,,,,-32928,-15.5,,,,,,,,,-32928,-15.5,,,,,,,,,-32928,-15.5,,,,,,,,,,,,
