Tag Date,Location,Station,Depth (fa.),Fish Spp.,Tagged before?,Tag #,F. L. (in.),Remarks,Recapture date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (miles) moved,Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.),Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.),Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.), Retagged?
1992-02-21,331,30,52,1,0,E053,14.90,,1992-10-30,331,30,52,16.25,2.8,252,1.35,,,,,,,,,-32193,-14.9,,,,,,,,,-32193,-14.9,,,,,,,,,-32193,-14.9,,
1992-02-21,331,30,52,1,0,E054,12.20,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,
1992-02-21,331,30,52,1,0,E055,12.00,,,,,,,,-32193,-12,,,,,,,,,-32193,-12,,,,,,,,,-32193,-12,,,,,,,,,-32193,-12,,
1992-02-21,331,30,52,1,0,E056,14.00,,,,,,,,-32193,-14,,,,,,,,,-32193,-14,,,,,,,,,-32193,-14,,,,,,,,,-32193,-14,,
1992-02-21,331,30,52,1,0,E057,12.20,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,
1992-02-21,331,30,52,1,0,E058,16.70,,,,,,,,-32193,-16.7,,,,,,,,,-32193,-16.7,,,,,,,,,-32193,-16.7,,,,,,,,,-32193,-16.7,,
1992-02-21,331,30,52,1,0,E059,13.60,,,,,,,,-32193,-13.6,,,,,,,,,-32193,-13.6,,,,,,,,,-32193,-13.6,,,,,,,,,-32193,-13.6,,
1992-02-21,331,30,52,1,0,E060,13.50,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,
1992-02-21,331,30,52,1,0,E061,18.80,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,
1992-02-21,331,30,52,1,0,E062,12.30,,,,,,,,-32193,-12.3,,,,,,,,,-32193,-12.3,,,,,,,,,-32193,-12.3,,,,,,,,,-32193,-12.3,,
1992-02-21,331,30,52,1,0,E063,11.90,,,,,,,,-32193,-11.9,,,,,,,,,-32193,-11.9,,,,,,,,,-32193,-11.9,,,,,,,,,-32193,-11.9,,
1992-02-21,331,30,52,1,0,E064,13.90,,,,,,,,-32193,-13.9,,,,,,,,,-32193,-13.9,,,,,,,,,-32193,-13.9,,,,,,,,,-32193,-13.9,,
1992-02-21,331,30,52,1,0,E065,12.60,,,,,,,,-32193,-12.6,,,,,,,,,-32193,-12.6,,,,,,,,,-32193,-12.6,,,,,,,,,-32193,-12.6,,
1992-02-21,331,30,52,1,0,E066,12.70,,1993-03-12,331,30,52,15.7,2.4,385,3,0,N,,,,,,,-32193,-12.7,,,,,,,,,-32193,-12.7,,,,,,,,,-32193,-12.7,,
1992-02-21,331,30,52,1,0,E067,15.70,,,,,,,,-32193,-15.7,,,,,,,,,-32193,-15.7,,,,,,,,,-32193,-15.7,,,,,,,,,-32193,-15.7,,
1992-02-21,331,30,52,1,0,E068,13.80,,,,,,,,-32193,-13.8,,,,,,,,,-32193,-13.8,,,,,,,,,-32193,-13.8,,,,,,,,,-32193,-13.8,,
1992-02-21,331,30,52,1,0,E069,15.50,,,,,,,,-32193,-15.5,,,,,,,,,-32193,-15.5,,,,,,,,,-32193,-15.5,,,,,,,,,-32193,-15.5,,
1992-02-21,331,30,52,1,0,E070,15.50,,1993-05-13,331,41,66,18,,447,2.5,,,,,,,,,-32193,-15.5,,,,,,,,,-32193,-15.5,,,,,,,,,-32193,-15.5,,
1992-02-21,331,30,52,1,0,E071,12.50,,,,,,,,-32193,-12.5,,,,,,,,,-32193,-12.5,,,,,,,,,-32193,-12.5,,,,,,,,,-32193,-12.5,,
1992-02-21,331,30,52,1,0,E073,14.70,,,,,,,,-32193,-14.7,,,,,,,,,-32193,-14.7,,,,,,,,,-32193,-14.7,,,,,,,,,-32193,-14.7,,
1992-02-21,331,30,52,1,0,E074,18.80,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,
1992-02-21,331,30,52,1,0,E075,17.70,Vorse (c),1996-04-16,331,Ilio,none,23,6.5,1516,5.3,unknown,N,,,,,,,-32193,-17.7,,,,,,,,,-32193,-17.7,,,,,,,,,-32193,-17.7,,
1992-02-21,331,30,52,1,0,E076,13.50,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,
1992-02-21,331,30,52,1,0,E077,14.00,,,,,,,,-32193,-14,,,,,,,,,-32193,-14,,,,,,,,,-32193,-14,,,,,,,,,-32193,-14,,
1992-02-21,331,30,52,1,0,E078,15.10,,1992-10-22,331,30,52,16.5,,244,1.4,,,,,,,,,-32193,-15.1,,,,,,,,,-32193,-15.1,,,,,,,,,-32193,-15.1,,
1992-02-21,331,30,52,1,0,E079,14.20,,,,,,,,-32193,-14.2,,,,,,,,,-32193,-14.2,,,,,,,,,-32193,-14.2,,,,,,,,,-32193,-14.2,,
1992-02-21,331,30,52,1,0,E080,13.50,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,,,,,,,,-32193,-13.5,,
1992-02-21,331,30,52,1,0,E081,13.00,,1993-09-08,331,30,52,17.5,3.2,565,4.5,0,N,,,,,,,-32193,-13,,,,,,,,,-32193,-13,,,,,,,,,-32193,-13,,
1992-02-21,331,30,52,1,0,E082,14.50,,1992-10-31,331,30,52,15.75,2.4,253,1.25,,,,,,,,,-32193,-14.5,,,,,,,,,-32193,-14.5,,,,,,,,,-32193,-14.5,,
1992-02-21,331,30,52,1,2,E083,16.50,,,,,,,,-32193,-16.5,,,,,,,,,-32193,-16.5,,,,,,,,,-32193,-16.5,,,,,,,,,-32193,-16.5,,
1992-02-21,331,30,52,1,0,E084,12.60,,,,,,,,-32193,-12.6,,,,,,,,,-32193,-12.6,,,,,,,,,-32193,-12.6,,,,,,,,,-32193,-12.6,,
1992-02-21,331,30,52,1,0,E085,13.00,,,,,,,,-32193,-13,,,,,,,,,-32193,-13,,,,,,,,,-32193,-13,,,,,,,,,-32193,-13,,
1992-02-21,331,30,52,1,0,E086,16.10,,,,,,,,-32193,-16.1,,,,,,,,,-32193,-16.1,,,,,,,,,-32193,-16.1,,,,,,,,,-32193,-16.1,,
1992-02-21,331,30,52,1,0,E087,12.20,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,,,,,,,,-32193,-12.2,,
1992-02-21,331,30,52,1,0,E088,11.70,,1992-10-31,331,30,52,14.25,2,253,2.55,,,,,,,,,-32193,-11.7,,,,,,,,,-32193,-11.7,,,,,,,,,-32193,-11.7,,
1992-02-21,331,30,52,1,0,E089,17.80,,,,,,,,-32193,-17.8,,,,,,,,,-32193,-17.8,,,,,,,,,-32193,-17.8,,,,,,,,,-32193,-17.8,,
1992-02-21,331,30,52,1,0,E090,18.00,,,,,,,,-32193,-18,,,,,,,,,-32193,-18,,,,,,,,,-32193,-18,,,,,,,,,-32193,-18,,
1992-02-21,331,30,52,1,0,E091,19.00,,,,,,,,-32193,-19,,,,,,,,,-32193,-19,,,,,,,,,-32193,-19,,,,,,,,,-32193,-19,,
1992-02-21,331,30,52,1,0,E092,12.30,,,,,,,,-32193,-12.3,,,,,,,,,-32193,-12.3,,,,,,,,,-32193,-12.3,,,,,,,,,-32193,-12.3,,
1992-02-21,331,30,52,1,0,E093,13.60,,,,,,,,-32193,-13.6,,,,,,,,,-32193,-13.6,,,,,,,,,-32193,-13.6,,,,,,,,,-32193,-13.6,,
1992-02-21,331,30,52,1,0,E094,11.80,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,
1992-02-21,331,30,52,1,0,E095,11.60,,,,,,,,-32193,-11.6,,,,,,,,,-32193,-11.6,,,,,,,,,-32193,-11.6,,,,,,,,,-32193,-11.6,,
1992-02-21,331,30,52,1,0,E096,11.80,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,
1992-02-21,331,30,52,1,0,E097,13.90,,,,,,,,-32193,-13.9,,,,,,,,,-32193,-13.9,,,,,,,,,-32193,-13.9,,,,,,,,,-32193,-13.9,,
1992-02-21,331,30,52,1,0,E098,14.60,,,,,,,,-32193,-14.6,,,,,,,,,-32193,-14.6,,,,,,,,,-32193,-14.6,,,,,,,,,-32193,-14.6,,
1992-02-21,331,30,52,1,0,E099,12.00,,,,,,,,-32193,-12,,,,,,,,,-32193,-12,,,,,,,,,-32193,-12,,,,,,,,,-32193,-12,,
1992-02-21,331,30,52,1,0,E100,13.20,,,,,,,,-32193,-13.2,,,,,,,,,-32193,-13.2,,,,,,,,,-32193,-13.2,,,,,,,,,-32193,-13.2,,
1992-02-21,331,30,52,1,2,E101,15.30,,,,,,,,-32193,-15.3,,,,,,,,,-32193,-15.3,,,,,,,,,-32193,-15.3,,,,,,,,,-32193,-15.3,,
1992-02-21,331,30,52,1,0,E102,11.80,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,
1992-02-21,331,30,52,1,0,E103,11.80,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,,,,,,,,-32193,-11.8,,
1992-02-21,331,30,52,1,0,E104,16.00,,,,,,,,-32193,-16,,,,,,,,,-32193,-16,,,,,,,,,-32193,-16,,,,,,,,,-32193,-16,,
1992-02-21,331,30,52,1,0,E105,17.40,,,,,,,,-32193,-17.4,,,,,,,,,-32193,-17.4,,,,,,,,,-32193,-17.4,,,,,,,,,-32193,-17.4,,
1992-02-21,331,30,52,1,2,E106,14.30,,,,,,,,-32193,-14.3,,,,,,,,,-32193,-14.3,,,,,,,,,-32193,-14.3,,,,,,,,,-32193,-14.3,,
1992-02-21,331,30,52,1,0,E107,12.50,,,,,,,,-32193,-12.5,,,,,,,,,-32193,-12.5,,,,,,,,,-32193,-12.5,,,,,,,,,-32193,-12.5,,
1992-02-21,331,30,52,1,0,E108,15.60,ho,1993-03-24,331,30,52,17.5,none,397,1.9,sra,G283,1996-04-14,331,Ilio pt.,none,20.5,none,1514,4.9,sra - Venus,N,,,,,,,-32193,-15.6,,,,,,,,,-32193,-15.6,,
1992-02-21,331,30,52,1,0,E109,14.80,,,,,,,,-32193,-14.8,,,,,,,,,-32193,-14.8,,,,,,,,,-32193,-14.8,,,,,,,,,-32193,-14.8,,
1992-02-21,331,30,52,1,0,E110,18.30,,,,,,,,-32193,-18.3,,,,,,,,,-32193,-18.3,,,,,,,,,-32193,-18.3,,,,,,,,,-32193,-18.3,,
1992-02-21,331,30,52,1,0,E111,11.20,,,,,,,,-32193,-11.2,,,,,,,,,-32193,-11.2,,,,,,,,,-32193,-11.2,,,,,,,,,-32193,-11.2,,
1992-02-21,331,30,52,1,0,E112,21.00,,,,,,,,-32193,-21,,,,,,,,,-32193,-21,,,,,,,,,-32193,-21,,,,,,,,,-32193,-21,,
1992-02-21,331,30,52,1,0,E113,17.80,,,,,,,,-32193,-17.8,,,,,,,,,-32193,-17.8,,,,,,,,,-32193,-17.8,,,,,,,,,-32193,-17.8,,
1992-02-21,331,30,52,1,0,E114,13.70,,,,,,,,-32193,-13.7,,,,,,,,,-32193,-13.7,,,,,,,,,-32193,-13.7,,,,,,,,,-32193,-13.7,,
1992-02-21,331,30,52,1,0,E115,18.80,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,,,,,,,,-32193,-18.8,,
1992-02-21,331,30,52,1,0,E116,12.10,,,,,,,,-32193,-12.1,,,,,,,,,-32193,-12.1,,,,,,,,,-32193,-12.1,,,,,,,,,-32193,-12.1,,
1992-02-21,331,30,52,1,0,E117,19.00,,,,,,,,-32193,-19,,,,,,,,,-32193,-19,,,,,,,,,-32193,-19,,,,,,,,,-32193,-19,,
1992-02-22,331,34,47,1,0,E118,18.20,,,,,,,,-32194,-18.2,,,,,,,,,-32194,-18.2,,,,,,,,,-32194,-18.2,,,,,,,,,-32194,-18.2,,
1992-02-22,331,34,47,1,0,E119,15.50,,,,,,,,-32194,-15.5,,,,,,,,,-32194,-15.5,,,,,,,,,-32194,-15.5,,,,,,,,,-32194,-15.5,,
1992-02-22,331,34,47,1,0,E120,14.40,,,,,,,,-32194,-14.4,,,,,,,,,-32194,-14.4,,,,,,,,,-32194,-14.4,,,,,,,,,-32194,-14.4,,
1992-02-22,331,34,47,1,0,E121,14.70,,,,,,,,-32194,-14.7,,,,,,,,,-32194,-14.7,,,,,,,,,-32194,-14.7,,,,,,,,,-32194,-14.7,,
1992-02-22,331,34,47,1,0,E122,15.80,,,,,,,,-32194,-15.8,,,,,,,,,-32194,-15.8,,,,,,,,,-32194,-15.8,,,,,,,,,-32194,-15.8,,
1992-02-22,331,34,47,1,0,E123,16.50,,,,,,,,-32194,-16.5,,,,,,,,,-32194,-16.5,,,,,,,,,-32194,-16.5,,,,,,,,,-32194,-16.5,,
1992-02-23,331,30,52,1,0,E124,18.20,,,,,,,,-32195,-18.2,,,,,,,,,-32195,-18.2,,,,,,,,,-32195,-18.2,,,,,,,,,-32195,-18.2,,
1992-02-23,331,30,52,1,0,E125,13.80,,,,,,,,-32195,-13.8,,,,,,,,,-32195,-13.8,,,,,,,,,-32195,-13.8,,,,,,,,,-32195,-13.8,,
1992-02-23,331,30,52,1,0,E126,14.10,,,,,,,,-32195,-14.1,,,,,,,,,-32195,-14.1,,,,,,,,,-32195,-14.1,,,,,,,,,-32195,-14.1,,
1992-02-23,331,30,52,1,0,E127,11.60,,,,,,,,-32195,-11.6,,,,,,,,,-32195,-11.6,,,,,,,,,-32195,-11.6,,,,,,,,,-32195,-11.6,,
1992-02-23,331,30,52,1,0,E128,14.90,,,,,,,,-32195,-14.9,,,,,,,,,-32195,-14.9,,,,,,,,,-32195,-14.9,,,,,,,,,-32195,-14.9,,
1992-02-23,331,30,52,1,0,E129,15.40,,,,,,,,-32195,-15.4,,,,,,,,,-32195,-15.4,,,,,,,,,-32195,-15.4,,,,,,,,,-32195,-15.4,,
1992-02-23,331,30,52,1,0,E130,12.20,,,,,,,,-32195,-12.2,,,,,,,,,-32195,-12.2,,,,,,,,,-32195,-12.2,,,,,,,,,-32195,-12.2,,
1992-02-23,331,30,52,1,0,E131,14.00,,,,,,,,-32195,-14,,,,,,,,,-32195,-14,,,,,,,,,-32195,-14,,,,,,,,,-32195,-14,,
1992-02-23,331,30,52,1,0,E132,14.80,,,,,,,,-32195,-14.8,,,,,,,,,-32195,-14.8,,,,,,,,,-32195,-14.8,,,,,,,,,-32195,-14.8,,
1992-03-12,321,30,55,1,0,E133,11.30,,,,,,,,-32213,-11.3,,,,,,,,,-32213,-11.3,,,,,,,,,-32213,-11.3,,,,,,,,,-32213,-11.3,,
1992-03-12,321,30,55,1,0,E134,11.60,,,,,,,,-32213,-11.6,,,,,,,,,-32213,-11.6,,,,,,,,,-32213,-11.6,,,,,,,,,-32213,-11.6,,
1992-03-12,321,30,55,1,0,E135,10.60,,,,,,,,-32213,-10.6,,,,,,,,,-32213,-10.6,,,,,,,,,-32213,-10.6,,,,,,,,,-32213,-10.6,,
1992-03-12,321,30,55,1,0,E136,10.70,,,,,,,,-32213,-10.7,,,,,,,,,-32213,-10.7,,,,,,,,,-32213,-10.7,,,,,,,,,-32213,-10.7,,
1992-03-12,321,30,55,1,0,E137,10.60,,,,,,,,-32213,-10.6,,,,,,,,,-32213,-10.6,,,,,,,,,-32213,-10.6,,,,,,,,,-32213,-10.6,,
1992-03-12,321,30,55,1,0,E138,12.20,,,,,,,,-32213,-12.2,,,,,,,,,-32213,-12.2,,,,,,,,,-32213,-12.2,,,,,,,,,-32213,-12.2,,
1992-03-12,321,30,55,1,0,E139,14.50,no data,ca. 11/93,,,,,,#VALUE!,-14.5,,,,,,,,,-32213,-14.5,,,,,,,,,-32213,-14.5,,,,,,,,,-32213,-14.5,,
1992-03-12,321,30,55,1,0,E140,12.50,,,,,,,,-32213,-12.5,,,,,,,,,-32213,-12.5,,,,,,,,,-32213,-12.5,,,,,,,,,-32213,-12.5,,
1992-03-12,321,30,55,1,0,E141,14.80,,,,,,,,-32213,-14.8,,,,,,,,,-32213,-14.8,,,,,,,,,-32213,-14.8,,,,,,,,,-32213,-14.8,,
1992-03-12,321,30,55,1,0,E142,12.10,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,
1992-03-12,321,30,55,1,0,E143,11.50,,,,,,,,-32213,-11.5,,,,,,,,,-32213,-11.5,,,,,,,,,-32213,-11.5,,,,,,,,,-32213,-11.5,,
1992-03-12,321,30,55,1,0,E144,11.60,C,1994-02-23,321,none,53,15.5,2.5,713,3.9,SRA,N,,,,,,,-32213,-11.6,,,,,,,,,-32213,-11.6,,,,,,,,,-32213,-11.6,,
1992-03-12,321,30,55,1,0,E145,12.10,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,
1992-03-12,321,30,55,1,0,E146,13.00,,,,,,,,-32213,-13,,,,,,,,,-32213,-13,,,,,,,,,-32213,-13,,,,,,,,,-32213,-13,,
1992-03-12,321,30,55,1,0,E147,15.60,,,,,,,,-32213,-15.6,,,,,,,,,-32213,-15.6,,,,,,,,,-32213,-15.6,,,,,,,,,-32213,-15.6,,
1992-03-12,321,30,55,1,0,E148,14.60,,1992-04-02,321,30,55,?,,21,#VALUE!,,,,,,,,,-32213,-14.6,,,,,,,,,-32213,-14.6,,,,,,,,,-32213,-14.6,,
1992-03-12,321,30,55,1,0,E149,12.00,,,,,,,,-32213,-12,,,,,,,,,-32213,-12,,,,,,,,,-32213,-12,,,,,,,,,-32213,-12,,
1992-03-12,321,30,55,1,0,E150,12.10,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,,,,,,,,-32213,-12.1,,
1992-03-12,321,30,55,1,0,E151,13.60,,,,,,,,-32213,-13.6,,,,,,,,,-32213,-13.6,,,,,,,,,-32213,-13.6,,,,,,,,,-32213,-13.6,,
1992-03-12,321,30,55,1,0,E152,12.50,,,,,,,,-32213,-12.5,,,,,,,,,-32213,-12.5,,,,,,,,,-32213,-12.5,,,,,,,,,-32213,-12.5,,
1992-03-12,321,30,55,1,0,E153,13.20,,,,,,,,-32213,-13.2,,,,,,,,,-32213,-13.2,,,,,,,,,-32213,-13.2,,,,,,,,,-32213,-13.2,,
1992-03-13,308,30,59,1,0,E154,12.20,,,,,,,,-32214,-12.2,,,,,,,,,-32214,-12.2,,,,,,,,,-32214,-12.2,,,,,,,,,-32214,-12.2,,
1992-03-13,308,30,59,1,0,E155,17.80,,,,,,,,-32214,-17.8,,,,,,,,,-32214,-17.8,,,,,,,,,-32214,-17.8,,,,,,,,,-32214,-17.8,,
1992-03-13,308,30,59,1,0,E156,12.50,,,,,,,,-32214,-12.5,,,,,,,,,-32214,-12.5,,,,,,,,,-32214,-12.5,,,,,,,,,-32214,-12.5,,
1992-03-13,308,30,59,1,0,E157,18.60,,,,,,,,-32214,-18.6,,,,,,,,,-32214,-18.6,,,,,,,,,-32214,-18.6,,,,,,,,,-32214,-18.6,,
1992-03-13,308,30,59,1,0,E158,16.70,,,,,,,,-32214,-16.7,,,,,,,,,-32214,-16.7,,,,,,,,,-32214,-16.7,,,,,,,,,-32214,-16.7,,
1992-03-13,308,30,59,1,0,E159,17.30,,,,,,,,-32214,-17.3,,,,,,,,,-32214,-17.3,,,,,,,,,-32214,-17.3,,,,,,,,,-32214,-17.3,,
1992-03-14,308,30,59,1,0,E160,18.50,,,,,,,,-32215,-18.5,,,,,,,,,-32215,-18.5,,,,,,,,,-32215,-18.5,,,,,,,,,-32215,-18.5,,
1992-03-14,308,30,59,1,0,E161,14.20,,,,,,,,-32215,-14.2,,,,,,,,,-32215,-14.2,,,,,,,,,-32215,-14.2,,,,,,,,,-32215,-14.2,,
1992-03-14,308,30,59,1,0,E162,14.20,,,,,,,,-32215,-14.2,,,,,,,,,-32215,-14.2,,,,,,,,,-32215,-14.2,,,,,,,,,-32215,-14.2,,
1992-03-14,308,30,59,1,0,E163,14.50,,,,,,,,-32215,-14.5,,,,,,,,,-32215,-14.5,,,,,,,,,-32215,-14.5,,,,,,,,,-32215,-14.5,,
1992-03-14,308,30,59,1,0,E164,15.70,Moriwaki (c),1995-01-22,424,hale. side of pt.,65,23,7.13,1044,7.3,est. 85nm,N,,,,,,,-32215,-15.7,,,,,,,,,-32215,-15.7,,,,,,,,,-32215,-15.7,,
1992-03-14,308,30,59,1,0,E165,14.80,,,,,,,,-32215,-14.8,,,,,,,,,-32215,-14.8,,,,,,,,,-32215,-14.8,,,,,,,,,-32215,-14.8,,
1992-03-14,308,30,59,1,0,E166,13.50,,,,,,,,-32215,-13.5,,,,,,,,,-32215,-13.5,,,,,,,,,-32215,-13.5,,,,,,,,,-32215,-13.5,,
1992-03-14,308,30,59,1,0,E167,13.50,venus (c),1996-12-21,308?,kaena pt,Lanai,23,none,1743,9.5,sra,N,,,,,,,-32215,-13.5,,,,,,,,,-32215,-13.5,,,,,,,,,-32215,-13.5,,
1992-03-14,308,30,59,1,0,E168,16.50,,,,,,,,-32215,-16.5,,,,,,,,,-32215,-16.5,,,,,,,,,-32215,-16.5,,,,,,,,,-32215,-16.5,,
1992-03-14,308,30,59,1,0,E169,19.80,,,,,,,,-32215,-19.8,,,,,,,,,-32215,-19.8,,,,,,,,,-32215,-19.8,,,,,,,,,-32215,-19.8,,
1992-03-14,308,30,59,1,0,E170,19.80,,,,,,,,-32215,-19.8,,,,,,,,,-32215,-19.8,,,,,,,,,-32215,-19.8,,,,,,,,,-32215,-19.8,,
1992-03-14,308,30,59,1,0,E171,17.20,,,,,,,,-32215,-17.2,,,,,,,,,-32215,-17.2,,,,,,,,,-32215,-17.2,,,,,,,,,-32215,-17.2,,
1992-03-14,308,30,59,1,0,E172,13.00,,,,,,,,-32215,-13,,,,,,,,,-32215,-13,,,,,,,,,-32215,-13,,,,,,,,,-32215,-13,,
1992-03-14,308,30,59,1,0,E173,14.90,,,,,,,,-32215,-14.9,,,,,,,,,-32215,-14.9,,,,,,,,,-32215,-14.9,,,,,,,,,-32215,-14.9,,
1992-03-15,321,31,80,1,0,E174,15.30,,,,,,,,-32216,-15.3,,,,,,,,,-32216,-15.3,,,,,,,,,-32216,-15.3,,,,,,,,,-32216,-15.3,,
1992-03-15,321,31,80,1,0,E175,15.60,,,,,,,,-32216,-15.6,,,,,,,,,-32216,-15.6,,,,,,,,,-32216,-15.6,,,,,,,,,-32216,-15.6,,
1992-03-15,321,31,80,1,0,E176,17.00,,,,,,,,-32216,-17,,,,,,,,,-32216,-17,,,,,,,,,-32216,-17,,,,,,,,,-32216,-17,,
1992-03-15,321,31,80,1,0,E177,14.00,,,,,,,,-32216,-14,,,,,,,,,-32216,-14,,,,,,,,,-32216,-14,,,,,,,,,-32216,-14,,
1992-03-15,321,31,80,1,0,E178,13.80,,,,,,,,-32216,-13.8,,,,,,,,,-32216,-13.8,,,,,,,,,-32216,-13.8,,,,,,,,,-32216,-13.8,,
1992-03-15,321,31,80,1,0,E179,13.40,,,,,,,,-32216,-13.4,,,,,,,,,-32216,-13.4,,,,,,,,,-32216,-13.4,,,,,,,,,-32216,-13.4,,
1992-03-15,321,31,80,1,0,E180,11.10,,,,,,,,-32216,-11.1,,,,,,,,,-32216,-11.1,,,,,,,,,-32216,-11.1,,,,,,,,,-32216,-11.1,,
1992-03-15,321,32,90,1,0,E181,17.30,,,,,,,,-32216,-17.3,,,,,,,,,-32216,-17.3,,,,,,,,,-32216,-17.3,,,,,,,,,-32216,-17.3,,
1992-03-15,321,32,90,1,0,E182,15.00,,,,,,,,-32216,-15,,,,,,,,,-32216,-15,,,,,,,,,-32216,-15,,,,,,,,,-32216,-15,,
1992-03-15,321,32,90,1,0,E183,16.60,Gomes (c),1999-12-22,321,none,none,30,9,2838,13.4,sra,N,,,,,,,-32216,-16.6,,,,,,,,,-32216,-16.6,,,,,,,,,-32216,-16.6,,
1992-03-15,321,32,90,1,0,E184,16.50,,,,,,,,-32216,-16.5,,,,,,,,,-32216,-16.5,,,,,,,,,-32216,-16.5,,,,,,,,,-32216,-16.5,,
1992-03-15,321,32,90,1,0,E185,14.50,,,,,,,,-32216,-14.5,,,,,,,,,-32216,-14.5,,,,,,,,,-32216,-14.5,,,,,,,,,-32216,-14.5,,
1992-03-15,321,32,90,1,0,E186,13.40,,,,,,,,-32216,-13.4,,,,,,,,,-32216,-13.4,,,,,,,,,-32216,-13.4,,,,,,,,,-32216,-13.4,,
1992-03-15,321,32,90,1,0,E187,19.40,,,,,,,,-32216,-19.4,,,,,,,,,-32216,-19.4,,,,,,,,,-32216,-19.4,,,,,,,,,-32216,-19.4,,
1992-03-16,327,31,73,1,0,E188,15.60,,,,,,,,-32217,-15.6,,,,,,,,,-32217,-15.6,,,,,,,,,-32217,-15.6,,,,,,,,,-32217,-15.6,,
1992-03-16,331,30,52,1,0,E189,16.20,,,,,,,,-32217,-16.2,,,,,,,,,-32217,-16.2,,,,,,,,,-32217,-16.2,,,,,,,,,-32217,-16.2,,
1992-03-16,331,30,52,1,0,E190,14.50,,,,,,,,-32217,-14.5,,,,,,,,,-32217,-14.5,,,,,,,,,-32217,-14.5,,,,,,,,,-32217,-14.5,,
1992-03-16,331,30,52,1,0,E191,13.60,,,,,,,,-32217,-13.6,,,,,,,,,-32217,-13.6,,,,,,,,,-32217,-13.6,,,,,,,,,-32217,-13.6,,
1992-03-16,331,30,52,1,0,E192,15.00,,,,,,,,-32217,-15,,,,,,,,,-32217,-15,,,,,,,,,-32217,-15,,,,,,,,,-32217,-15,,
1992-03-16,331,30,52,1,0,E193,14.50,,1993-01-25,331,30,52,16.5,2.9,315,2,,,,,,,,,-32217,-14.5,,,,,,,,,-32217,-14.5,,,,,,,,,-32217,-14.5,,
1992-03-16,331,30,52,1,0,E194,14.60,,,,,,,,-32217,-14.6,,,,,,,,,-32217,-14.6,,,,,,,,,-32217,-14.6,,,,,,,,,-32217,-14.6,,
1992-03-16,331,30,52,1,0,E195,13.20,,,,,,,,-32217,-13.2,,,,,,,,,-32217,-13.2,,,,,,,,,-32217,-13.2,,,,,,,,,-32217,-13.2,,
1992-03-16,331,30,52,1,0,E196,13.70,,,,,,,,-32217,-13.7,,,,,,,,,-32217,-13.7,,,,,,,,,-32217,-13.7,,,,,,,,,-32217,-13.7,,
1992-03-16,331,30,52,1,0,E197,14.20,,,,,,,,-32217,-14.2,,,,,,,,,-32217,-14.2,,,,,,,,,-32217,-14.2,,,,,,,,,-32217,-14.2,,
1992-03-16,331,30,52,1,0,E198,15.80,,,,,,,,-32217,-15.8,,,,,,,,,-32217,-15.8,,,,,,,,,-32217,-15.8,,,,,,,,,-32217,-15.8,,
